Unique_ID,Year,Make,Model,Price,ConsumerRating,SellerRating,MinMPG,MaxMPG,Mileage,Sales
2967,2019,Nissan,Murano SL,29495,4.9,4.2,20,28,45063,39
2968,2019,Mercedes-Benz,S-Class S 560 4MATIC,91159,4.6,4.9,17,27,10262,19
2969,2019,Lexus,GX 460 Base,41400,4.7,4.9,15,18,19890,39
2970,2021,Nissan,Maxima Platinum,40965,4.8,4.1,20,30,73192,21
2971,2018,Jeep,Grand Cherokee Limited,26800,4.8,4.6,18,25,17632,27
2972,2021,Tesla,Model Y Long Range,73293,4,4.7,131,117,30113,19
2973,2020,Honda,CR-V EX-L,33500,4.8,4.6,27,32,19451,25
2974,2019,Jeep,Compass Latitude,27289,4.5,4.7,22,31,32257,15
2975,2014,Mercedes-Benz,E-Class E 350,29975,4.8,3.1,19,28,47417,23
2976,2019,BMW,X5 xDrive50i,66788,4.7,4.8,17,22,36174,21
2977,2021,Audi,A4 40 Premium Plus,43988,5,4.6,24,31,43917,28
2978,2018,Volvo,V90 Cross Country T6,45599,4.9,4.7,22,29,42019,28
2979,2018,Mercedes-Benz,GLC 300 4MATIC,33500,4.7,4.6,21,28,107062,36
2980,2021,Dodge,Charger Scat Pack,63000,4.9,4.3,15,24,45593,39
2981,2019,Audi,SQ5 3.0T Premium,48992,4.8,4.8,19,24,95647,12
2982,2019,Toyota,Sienna SE,35998,4.6,2.4,19,27,39176,16
2983,2020,Mazda,CX-9 Grand Touring,38495,4.8,4.5,20,26,45995,19
2984,2015,Mercedes-Benz,G-Class G 550,88595,4.8,4.6,12,15,30729,33
2985,2018,Dodge,Charger SXT Plus,29499,4.8,4.5,19,30,34298,15
2986,2020,Land,Rover Range Rover Evoque SE,45000,4.1,1,20,27,34154,32
2987,2019,BMW,X5 xDrive40i,51500,4.7,4.7,20,26,16877,29
2988,2021,Toyota,Corolla LE,24995,4.8,4.6,30,38,51209,40
2989,2020,Lexus,ES 350 Base,42294,4.9,4.3,22,32,62638,25
2990,2017,Subaru,Outback 3.6R Limited,28599,4.8,4.7,20,27,15267,28
2991,2020,GMC,Terrain Denali,39990,4.7,4.4,21,26,14235,22
2992,2019,Jeep,Grand Cherokee Limited,36699,4.8,3,18,25,10504,13
2993,2021,BMW,M235 Gran Coupe i xDrive,47332,4.9,4.7,23,32,25449,26
2994,2017,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,52951,4.8,4.3,17,23,104809,18
2995,2014,Mercedes-Benz,E-Class E 350 4MATIC,21949,4.8,4.1,21,29,19462,33
2996,2019,Lexus,GX 460 Base,44499,4.7,4.7,15,18,23839,20
2997,2021,BMW,X3 M40i,60393,4.7,4.6,21,27,34912,13
2998,2018,Audi,Q7 2.0T Premium Plus,38598,4.7,4.6,19,25,35084,23
2999,2018,Tesla,Model S 75D,57443,4.8,4.7,102,105,6084,22
3000,2020,Hyundai,Palisade Limited,49500,4.7,4.9,19,24,19225,17
3001,2021,Kia,Telluride SX,52952,4.9,4.2,19,24,37860,11
3002,2018,Honda,Accord EX-L,29000,4.8,4.8,30,38,18509,13
3003,2018,INFINITI,QX80 Base,38998,4.7,4.5,13,19,38093,12
3004,2020,Toyota,RAV4 XLE,32586,4.7,4.6,27,33,24715,32
3005,2021,INFINITI,QX50 Luxe,39000,4.3,4.7,22,28,35552,34
3006,2019,BMW,X4 M40i,54988,4.6,3.9,20,27,35529,26
3007,2018,Toyota,Tundra Platinum,39987,4.8,4.4,13,17,11501,18
3008,2018,Toyota,4Runner Limited,40011,4.8,4.9,17,21,45871,30
3009,2014,Mazda,Mazda6 i Touring,14677,4.7,4.4,26,38,16880,32
3010,2018,Cadillac,XT5 Luxury,29988,4.8,4.7,19,26,46262,21
3011,2020,BMW,X7 xDrive40i,76697,4.9,4.9,20,25,43613,37
3012,2020,Honda,CR-V EX,32405,4.8,4.7,28,34,28576,15
3013,2021,Chevrolet,Tahoe LT,67800,4.5,4.1,16,20,39294,39
3014,2020,Jeep,Grand Cherokee Limited,42349,4.8,3.6,18,25,10823,19
3015,2019,Honda,CR-V Touring,30672,4.8,4.6,27,33,11386,37
3016,2020,Ford,Escape SEL,29431,4.6,4.6,27,33,61359,26
3017,2020,BMW,740 i xDrive,63614,5,4.6,20,28,22797,17
3018,2021,Toyota,C-HR LE,28277,4.9,4.7,27,31,16065,32
3019,2021,Mercedes-Benz,GLE 350 Base,68994,4.8,4.9,19,26,13455,37
3020,2020,Tesla,Model Y Long Range,69000,3.7,4.7,127,114,37523,19
3021,2020,Honda,Pilot EX-L,39997,4.3,4.8,19,27,24612,29
3022,2021,Hyundai,Tucson Ultimate,35894,4.8,4.6,22,28,47100,29
3023,2016,BMW,528 i xDrive,20499,4.8,4.1,22,34,13753,37
3024,2019,Honda,CR-V EX-L,34782,4.8,4.7,28,34,48256,22
3025,2019,Cadillac,XT5 Luxury,37658,4.6,4.2,18,25,30000,32
3026,2020,Ford,Edge Titanium,34184,4.9,4.8,21,28,24936,40
3027,2019,Cadillac,XT4 Premium Luxury,35676,4.2,3.7,22,29,62129,18
3028,2019,Chevrolet,Cruze LT,17498,4.8,4.6,28,38,47091,10
3029,2021,Volkswagen,Tiguan 2.0T SEL,34338,4.7,4.3,21,27,133755,31
3030,2020,Jeep,Cherokee Limited,29750,4.8,4.6,19,27,67868,14
3031,2017,Chevrolet,Trax LS,15988,4.5,4.8,25,33,16455,38
3032,2019,Lexus,RX 350 350,44874,4.8,2.4,19,26,25363,17
3033,2019,Lexus,GX 460,49509,4.7,4.9,15,18,96288,10
3034,2019,INFINITI,QX80 Luxe,64990,4.8,4.1,14,20,11929,27
3035,2021,Toyota,Corolla LE,23139,4.8,5,30,38,18618,10
3036,2015,Mercedes-Benz,GLK-Class GLK 350 4MATIC,26593,4.7,4.8,18,25,19994,30
3037,2019,Volvo,XC90 T6 Momentum,47998,4.7,3,19,26,10184,31
3038,2019,Jeep,Grand Cherokee Limited,36000,4.8,4.7,18,25,13787,39
3039,2019,Subaru,Forester Limited,31000,4.7,4.7,26,33,39005,22
3040,2014,Volvo,XC90 3.2,10795,4.7,3.3,16,23,43661,19
3041,2020,Cadillac,XT4 Premium Luxury,32998,4.7,3,24,30,59856,38
3042,2013,Hyundai,Veloster Base,14998,4.4,3,28,37,770,27
3043,2020,Lexus,RX 350,44429,4.8,1.3,20,27,32045,27
3044,2019,Volkswagen,Tiguan 2.0T SE,23992,4.5,4.3,22,29,75792,31
3045,2018,BMW,M550 M550i xDrive,43995,4.6,4,16,25,15399,10
3046,2018,BMW,X1 xDrive28i,31658,4.8,4.8,22,31,36695,24
3047,2017,Lexus,GS 350 F Sport,35477,4.9,1,19,27,30939,27
3048,2019,Porsche,Cayenne S,77988,4.7,4.6,18,23,33040,15
3049,2020,Mazda,CX-9 Touring,35800,4.8,4.7,20,26,46601,13
3050,2019,Toyota,Tundra SR5,42987,4.8,4.7,13,17,39732,20
3051,2015,INFINITI,Q50 Base,20900,4.7,3.9,19,27,47255,29
3052,2021,Toyota,Tacoma SR5,30042,4.8,4.5,20,23,14833,26
3053,2021,Kia,Seltos S,27000,4.8,4.5,29,34,45847,13
3054,2021,Audi,A4 45 S line quattro Premium,41491,5,4.8,24,31,32708,33
3055,2022,Chevrolet,Tahoe LT,62990,5,4.8,15,20,147643,25
3056,2012,Audi,Q5 2.0T Premium,14498,4.6,4.9,20,27,23649,13
3057,2021,Mercedes-Benz,GLC 300 Base 4MATIC,56900,4.7,4.7,21,28,28533,21
3058,2019,Honda,HR-V Sport,26531,4.6,4.4,26,31,31329,16
3059,2018,Chevrolet,Trax LT,13399,4.6,3.7,24,30,42895,38
3060,2020,Acura,TLX Tech,34244,4.9,4.7,20,31,35536,15
3061,2020,Lamborghini,Urus Base,285000,4.7,4.6,12,17,15680,24
3062,2019,Nissan,Altima 2.5 SR,24649,4.7,4.3,25,35,43178,35
3063,2019,Audi,Q8 3.0T Premium,62281,4.8,4.7,17,22,81657,16
3064,2019,BMW,M550 i xDrive,61177,4.5,3.5,18,25,32163,28
3065,2019,Acura,MDX 3.5L w/Technology Package,39249,4.6,4.6,19,26,49583,38
3066,2020,Honda,Pilot EX-L,37264,4.3,4.6,18,26,20801,22
3067,2019,INFINITI,QX50 ESSENTIAL,32995,4.7,3.8,24,30,14656,14
3068,2018,BMW,X3 xDrive30i,32995,4.8,4.5,22,29,12991,26
3069,2020,Chevrolet,Malibu 1LS,26579,4.8,4.7,29,36,45487,39
3070,2017,Mercedes-Benz,E-Class E 300 Sport,33900,4.8,4.6,22,29,15153,22
3071,2021,Toyota,RAV4 LE,31590,4.8,4.3,27,35,23899,16
3072,2019,Lexus,RX 350 350,43900,4.8,4.5,19,26,52128,32
3073,2020,Tesla,Model Y Long Range,66779,3.7,3.5,127,114,18558,38
3074,2021,GMC,Yukon Denali,85015,4,4.5,14,19,25801,21
3075,2019,Mercedes-Benz,GLA 250 Base 4MATIC,31383,4.6,4,23,31,14158,38
3076,2018,BMW,X1 sDrive28i,26788,4.8,4.5,23,32,11319,26
3077,2020,Acura,RDX A-Spec,46998,4.6,2.5,21,26,76412,21
3078,2021,Subaru,Forester Premium,33981,4.9,4.9,26,33,57949,14
3079,2020,Ford,Fusion Titanium,23500,4.8,4.8,20,29,10697,19
3080,2021,Chevrolet,Suburban High Country,81969,4.5,4.3,14,19,19221,38
3081,2020,RAM,1500 Laramie,51987,4.8,4.8,19,24,8900,26
3082,2021,Dodge,Durango R/T,49888,4.8,4.5,14,22,17157,24
3083,2017,Maserati,Levante S,48999,4.4,4.7,14,19,17204,20
3084,2019,Audi,RS 5 2.9T,63500,4.8,2.9,17,26,14099,11
3085,2018,Tesla,Model S 75D,58749,4.8,3,102,105,50629,18
3086,2020,BMW,X3 M40i,56861,4.9,4.7,21,27,49849,33
3087,2017,Lincoln,MKC Reserve,28659,4.8,4.6,19,25,38495,37
3088,2019,Subaru,Ascent Limited 7-Passenger,35498,4.5,4.6,20,26,21300,19
3089,2014,BMW,X3 xDrive35i,27999,4.7,4.7,19,26,46399,11
3090,2019,GMC,Yukon Denali,61974,4.7,3.5,14,22,39243,14
3091,2018,Nissan,Murano SL,31959,4.8,4.7,21,28,36392,24
3092,2016,Ford,Focus SE,5900,4.4,4,26,36,60377,36
3093,2016,Jeep,Grand Cherokee Laredo,22980,4.7,4.5,18,25,34584,24
3094,2019,INFINITI,QX80 Luxe,42980,4.8,4.5,13,19,40106,37
3095,2020,Ford,Expedition XLT,52481,4.9,4.8,17,23,12841,28
3096,2019,Cadillac,XT4 Sport,38180,4.2,4.5,22,29,36920,31
3097,2017,Chevrolet,Cruze LT,15991,4.8,4.3,30,40,29151,29
3098,2021,Audi,Q3 45 S line Premium,39989,5,4.5,20,28,11632,16
3099,2021,Chevrolet,Tahoe Z71,75993,4.5,4.6,16,20,13507,27
3100,2019,Mercedes-Benz,AMG GLC 43 Base 4MATIC,51987,4.9,4.7,19,25,43136,19
3101,2020,Honda,Pilot EX-L,38750,4.3,4.6,18,26,91271,30
3102,2021,Hyundai,Santa Fe Calligraphy,44725,4.7,3.7,21,28,16241,40
3103,2019,Honda,CR-V EX-L,31999,4.8,4.8,27,33,39903,18
3104,2020,Nissan,Rogue Sport S,22489,4.7,2,25,32,43431,17
3105,2008,BMW,X5 4.8i,14999,4.4,4.4,14,19,31754,16
3106,2021,Lexus,IS 350 F Sport,63988,4.8,4.8,19,26,40632,17
3107,2019,Honda,CR-V Touring,35879,4.8,4.5,27,33,36525,26
3108,2017,Mercedes-Benz,GLS 450 Base 4MATIC,34374,4.9,3.7,19,22,34687,37
3109,2019,Honda,CR-V EX-L,33998,4.8,4.7,27,33,22615,11
3110,2019,BMW,440 i xDrive,42189,4.3,3.4,21,31,10204,27
3111,2020,Honda,CR-V EX-L,33543,4.8,3.9,27,32,45339,36
3112,2018,Mercedes-Benz,AMG C 43 Base 4MATIC,47998,4.8,3,20,27,19352,14
3113,2019,Kia,Sorento LX,23788,4.7,4,21,26,597,33
3114,2019,Jeep,Grand Cherokee Limited,34988,4.8,4.1,18,25,39916,24
3115,2021,Mazda,CX-5 Touring,27599,4.8,5,25,31,27222,10
3116,2019,Acura,RDX Technology Package,41825,4.3,4.5,21,27,15157,27
3117,2020,Buick,Enclave Avenir,45500,4.8,4.9,18,26,13602,31
3118,2020,Toyota,RAV4 LE,32845,4.7,4.7,27,34,45335,33
3119,2011,Honda,Pilot EX-L,12250,4.5,4.6,16,22,106482,10
3120,2019,Jeep,Grand Cherokee Limited,37995,4.8,4.7,18,25,35447,34
3121,2020,BMW,X5 M50i,79900,4.7,4.1,16,22,48060,33
3122,2019,Jeep,Grand Cherokee Altitude,36395,4.8,4.9,18,25,89883,12
3123,2020,Volkswagen,Tiguan 2.0T SE,28469,4.7,4.8,22,29,16614,24
3124,2017,Chevrolet,Trax LS,16823,4.5,4.7,25,33,17998,10
3125,2019,Jeep,Grand Cherokee Limited,32992,4.8,4.6,18,25,43574,35
3126,2020,Ford,Escape SEL,30849,4.6,4.7,26,31,37043,39
3127,2019,Cadillac,XT5 Luxury,33432,4.6,4.8,18,25,17630,20
3128,2016,Toyota,4Runner Trail Premium,34592,4.7,4,17,21,5456,16
3129,2021,Audi,Q7 55 Premium,66995,4.7,4.8,18,23,48031,40
3130,2019,Honda,CR-V EX-L,32154,4.8,4.8,28,34,36148,39
3131,2019,Volvo,XC60 T5 Momentum,39816,4.9,4.5,20,27,122408,27
3132,2021,BMW,330 i,40775,4.9,4.7,26,36,40390,30
3133,2020,Kia,Sorento LX,29500,4.7,2,22,29,38376,14
3134,2020,Kia,Sorento LX,29500,4.7,2,22,29,43368,32
3135,2020,Cadillac,XT5 Premium Luxury,42990,4.8,4.6,21,26,84644,13
3136,2021,Mercedes-Benz,GLC 300 Base 4MATIC,60977,4.7,4.7,21,28,47279,33
3137,2019,Subaru,Outback 2.5i Limited,33874,4.7,4.2,25,32,24940,36
3138,2019,Cadillac,XT5 Luxury,32898,4.6,4.7,19,26,18916,22
3139,2019,Audi,Q5 2.0T Premium Plus,42950,4.7,4.9,22,27,48153,35
3140,2020,Tesla,Model Y Long Range,67900,3.7,4.8,127,114,45133,21
3141,2020,Nissan,Leaf SV,29995,4.2,4.7,123,99,24747,22
3142,2019,Audi,A5 2.0T Premium,42420,4.8,4.7,23,34,19293,35
3143,2016,Volkswagen,Golf R 4-Door,26888,4.7,4.7,23,30,44515,17
3144,2019,BMW,X5 xDrive40i,48790,4.7,4.4,20,26,34187,35
3145,2021,Mazda,CX-30 Premium Package,30999,4.9,4.8,25,33,36842,24
3146,2020,Ford,Expedition XLT,55997,4.9,4.9,17,22,62017,31
3147,2004,BMW,Z4 2.5i Roadster,17990,4.7,4.8,20,28,37966,11
3148,2019,Honda,CR-V EX,30722,4.8,4.6,27,33,47947,40
3149,2019,Cadillac,XT4 Premium Luxury,37955,4.2,4.6,24,30,85810,20
3150,2020,Tesla,Model Y Long Range,68995,3.7,1.6,127,114,20293,28
3151,2019,Honda,CR-V EX-L,28999,4.8,4.5,27,33,40535,25
3152,2019,Subaru,Crosstrek 2.0i Premium,27264,4.7,4.8,27,33,47624,27
3153,2017,Ford,F-150 XL,31300,4.8,4.1,17,23,39706,28
3154,2020,Lexus,ES 350 Base,41500,4.9,4.1,22,32,31252,25
3155,2020,Chevrolet,Traverse LT Cloth,34400,4.9,4.7,17,25,68416,13
3156,2018,Mercedes-Benz,GLS 450 Base 4MATIC,45995,4.8,3.5,17,22,69785,23
3157,2018,Volvo,XC60 T6 Momentum,36415,4.8,3.3,21,27,33016,24
3158,2018,Jeep,Grand Cherokee Limited,32000,4.8,4.8,18,25,31963,20
3159,2020,Jeep,Cherokee Latitude,25918,4.8,4.8,21,29,12111,32
3160,2019,Acura,RDX Advance Package,43987,4.3,4.8,21,27,44655,29
3161,2019,Subaru,Forester Touring,37000,4.7,4.5,26,33,14192,34
3162,2019,Honda,CR-V EX-L,28888,4.8,4.6,27,33,80611,28
3163,2018,Honda,Accord EX,28993,4.8,4.9,30,38,55174,40
3164,2019,Toyota,Corolla SE,23600,4.8,4.4,28,35,16320,35
3165,2021,Honda,Pilot EX-L,42100,4.8,4.4,19,26,11768,18
3166,2018,Lexus,RX 450h 450H,43761,4.8,4.7,31,28,94289,27
3167,2017,Land,Rover Range Rover Sport 3.0L Supercharged HSE,41995,4.8,4.7,17,23,18003,36
3168,2019,BMW,430 i,38998,4.9,4.3,24,34,32988,33
3169,2018,Mercedes-Benz,C-Class C 300,28893,4.8,4.8,24,33,60150,10
3170,2019,BMW,540 i,45999,4.9,4.8,21,29,23117,25
3171,2020,BMW,X5 sDrive40i,53952,4.7,4.6,21,26,24579,33
3172,2017,Honda,Accord EX-L,25956,4.8,4.8,27,36,13681,15
3173,2015,Mercedes-Benz,S-Class S 63 AMG,74995,4.9,4.7,15,23,12406,16
3174,2019,Mazda,CX-5 Touring,29097,4.8,2.7,25,31,88454,29
3175,2020,Jeep,Grand Cherokee Trailhawk,46992,4.8,4.5,18,25,3583,13
3176,2021,Jeep,Grand Cherokee Limited,38575,4.7,4.3,19,26,27000,17
3177,2021,Toyota,Tacoma SR5,34841,4.8,4.6,20,23,15095,15
3178,2019,Lexus,RX 350 F Sport,47695,4.8,4.7,19,26,18172,32
3179,2019,Mercedes-Benz,CLA 250 CLA 250,32989,4.1,4.8,24,32,28098,13
3180,2020,Honda,CR-V EX-L,36389,4.8,4.6,27,32,36755,33
3181,2015,Acura,MDX 3.5L Technology Package,25875,4.7,3,18,27,36153,21
3182,2022,Porsche,911 GT3,309888,4.9,5,15,18,15184,16
3183,2019,BMW,X5 xDrive40i,56662,4.7,4.5,20,26,19408,36
3184,2019,BMW,540 i,49488,4.9,3.9,21,29,19742,15
3185,2020,Lexus,GX 460 Base,57888,4.9,4,15,19,33153,26
3186,2019,Mazda,CX-5 Grand Touring,29500,4.8,4.2,25,31,36916,22
3187,2020,RAM,1500 Laramie,44124,4.8,4.4,20,25,11129,25
3188,2005,Mazda,Tribute i,5900,4.4,2.9,19,22,32079,36
3189,2019,Ford,F-150 XLT,33662,4.8,4.7,18,23,23797,12
3190,2017,Ford,Expedition EL Limited,37998,4.8,3.7,15,20,12262,14
3191,2015,Acura,MDX 3.5L Technology Package,23291,4.7,4.3,20,28,37300,28
3192,2020,Jeep,Wrangler Unlimited Rubicon,53493,4.8,4.6,17,23,48396,30
3193,2019,Honda,CR-V EX-L,32995,4.8,4.8,27,33,84962,30
3194,2018,Subaru,Forester 2.5i Limited,28995,4.8,4.7,26,32,10941,26
3195,2018,Honda,Accord EX-L 2.0T,33999,4.8,4.7,23,34,18149,33
3196,2020,BMW,X3 xDrive30i,45219,4.9,4.2,24,29,29412,27
3197,2022,Acura,MDX A-Spec,60295,4.9,4.6,19,25,33034,16
3198,2018,GMC,Sierra 1500 SLT,38999,4.8,4.9,16,23,50243,13
3199,2017,Chevrolet,Equinox LT,20927,4.7,4.6,21,31,83298,20
3200,2010,Audi,A4 2.0T Premium Plus quattro,8995,4.3,3.6,21,27,14643,18
3201,2019,Honda,CR-V EX-L,31369,4.8,4.8,27,33,13347,38
3202,2020,Dodge,Durango R/T,42530,4.9,4.3,14,22,24668,35
3203,2021,Mazda,CX-5 Grand Touring,28859,4.8,4.3,24,30,37039,24
3204,2019,Cadillac,XT5 Luxury,34897,4.6,4.1,18,25,53693,11
3205,2005,Porsche,Cayenne S,9995,4.4,4.2,14,18,87828,13
3206,2018,Toyota,RAV4 XLE,27500,4.8,4.5,22,28,18171,12
3207,2020,Lincoln,Nautilus Reserve,40836,4.8,3.7,20,25,48604,24
3208,2019,INFINITI,QX60 Luxe,37998,4.6,3.4,19,26,13604,40
3209,2020,Ford,Explorer XLT,43863,4.5,4.2,20,27,13776,34
3210,2017,Jeep,Grand Cherokee Limited,29580,4.8,4.7,18,25,16060,39
3211,2018,Lexus,RX 350 RX 350,39964,4.8,4.6,19,26,28695,23
3212,2018,Lexus,RX 350,42714,4.8,4.6,20,27,31687,26
3213,2019,Ford,F-150 XLT,40992,4.8,4.7,18,23,63261,22
3214,2020,Jeep,Grand Cherokee Limited,34993,4.8,4.7,18,25,49676,22
3215,2019,Honda,CR-V EX-L,32490,4.8,4.6,28,34,17870,24
3216,2019,Jeep,Grand Cherokee Altitude,35960,4.8,4.5,18,25,45284,24
3217,2020,Mercedes-Benz,GLE 350 Base 4MATIC,49490,4.3,4.6,19,26,13900,24
3218,2019,Cadillac,XT5 Luxury,33977,4.6,4.2,18,25,24479,29
3219,2018,Lexus,RX 350 350,38495,4.8,4.6,19,26,15768,26
3220,2010,Mercedes-Benz,E-Class E 350,16991,4.7,5,17,26,17652,26
3221,2021,Jeep,Grand Cherokee Trailhawk,48500,4.7,4.8,18,25,45082,30
3222,2018,Honda,Accord EX-L,31995,4.8,4.8,30,38,57872,14
3223,2018,Toyota,RAV4 LE,24488,4.8,4.8,23,30,19052,40
3224,2020,Lexus,NX 300 F Sport,39491,4.8,4.7,22,28,36529,28
3225,2018,Toyota,RAV4 Limited,31727,4.8,4.7,22,28,17944,27
3226,2019,Ford,Expedition Max Limited,44890,4.9,3.7,16,21,19873,27
3227,2020,Toyota,Corolla LE,17000,4.7,4.8,30,38,48131,35
3228,2019,BMW,X3 sDrive30i,35389,4.7,1.3,23,30,14941,37
3229,2019,Honda,Passport EX-L,33457,4.7,4.7,20,25,55742,23
3230,2020,Mazda,CX-5 Grand Touring,31998,4.9,2.2,25,31,21459,14
3231,2019,Honda,CR-V EX-L,34295,4.8,4.8,27,33,86605,36
3232,2020,Tesla,Model X Long Range,97488,4.2,4.6,99,93,53021,13
3233,2021,Nissan,Murano Platinum,43999,4.8,3.7,20,28,28270,32
3234,2015,Jeep,Grand Cherokee Summit,27795,4.8,4.8,21,28,15454,18
3235,2018,Mercedes-Benz,GLA 250 Base 4MATIC,28500,4.5,4.1,23,31,30473,16
3236,2021,BMW,X7 xDrive40i,76000,5,4.5,19,24,17659,24
3237,2019,Maserati,Levante Base,65985,4.8,5,15,21,93424,36
3238,2016,Nissan,Versa 1.6 S+,7995,4.2,5,31,40,63432,10
3239,2019,BMW,X5 xDrive40i,54250,4.7,4.8,20,26,47228,31
3240,2019,Honda,CR-V EX-L,30595,4.8,4.9,28,34,13378,27
3241,2018,Chevrolet,Silverado 1500 LT,33375,4.6,2.7,17,22,43933,18
3242,2019,Jeep,Grand Cherokee Limited,31768,4.8,4.4,19,26,86843,31
3243,2020,Lexus,RX 350 Base,44888,4.8,4.7,20,27,38753,11
3244,2021,Land,Rover Defender 110 X,103982,5,4.8,17,22,92316,10
3245,2021,BMW,330 i xDrive,43320,4.9,4.7,25,34,31442,14
3246,2017,Jeep,Grand Cherokee Limited,26900,4.8,4.5,18,25,23796,10
3247,2019,Porsche,911 Carrera 4S,145595,4.9,4.9,20,28,51622,37
3248,2019,Nissan,Maxima 3.5 SL,29995,4.8,3.7,20,30,11967,36
3249,2019,Lexus,LS 500 Base,60772,3.8,5,18,27,34850,39
3250,2020,Hyundai,Palisade SEL,42781,4.7,4.6,19,24,67820,11
3251,2019,Honda,CR-V EX-L,29718,4.8,4.6,27,33,18284,30
3252,2019,Honda,CR-V EX-L,31777,4.8,4.7,27,33,42005,31
3253,2019,Mercedes-Benz,S-Class S 560 4MATIC,71495,4.6,4.8,17,27,14515,30
3254,2020,Mercedes-Benz,GLE 350 Base 4MATIC,60997,4.3,4.8,19,26,44476,12
3255,2019,Audi,Q8 3.0T Premium,66777,4.8,4.5,17,22,14596,35
3256,2020,Chevrolet,Malibu 1LS,26579,4.8,4.7,29,36,47614,10
3257,2019,BMW,X3 xDrive30i,45477,4.7,4.6,22,29,44737,15
3258,2019,Nissan,Rogue SL,29999,4.7,4.7,25,32,49752,13
3259,2019,Jeep,Grand Cherokee Limited,37919,4.8,4.7,18,25,61455,37
3260,2019,Subaru,Crosstrek 2.0i Premium,28000,4.7,4.8,27,33,80206,12
3261,2020,BMW,X5 xDrive40i,57784,4.7,4.8,20,26,83964,16
3262,2021,Chevrolet,Tahoe LT,64491,4.5,4.6,16,20,32317,16
3263,2019,Lexus,GX 460 Base,43495,4.7,4.6,15,18,16828,26
3264,2020,Land,Rover Range Rover Sport SE,69900,4.5,2.8,19,24,38338,11
3265,2014,BMW,X3 xDrive28i,24800,4.7,4.6,21,28,83891,19
3266,2019,BMW,330 i,32999,4.9,4.4,26,36,36811,13
3267,2018,Mazda,CX-5 Grand Touring,25944,4.8,3.5,25,31,39436,34
3268,2015,Nissan,Pathfinder SL,19563,4.4,4.4,20,27,89494,36
3269,2022,BMW,X2 xDrive28i,37898,4.8,4.8,24,31,17090,25
3270,2020,Acura,MDX SH-AWD 7-Passenger,40889,4.9,4.8,19,26,113265,27
3271,2019,BMW,X5 xDrive40i,54499,4.7,5,20,26,30103,38
3272,2014,Mercedes-Benz,E-Class E 350 4MATIC,39998,4.8,1,19,26,15455,14
3273,2017,Lexus,NX 200t F Sport,35498,4.8,4.6,22,27,62566,14
3274,2015,Jeep,Grand Cherokee Limited,21985,4.8,4.7,17,25,19885,40
3275,2021,BMW,X7 xDrive40i,76950,5,4.9,19,24,52480,35
3276,2021,Mercedes-Benz,GLC 300 Base 4MATIC,50950,4.7,4.9,21,28,41290,12
3277,2020,Jeep,Wrangler Unlimited Sahara,45989,4.8,4.9,17,23,17634,21
3278,2019,INFINITI,QX80 Luxe,52368,4.8,4.5,14,20,14599,23
3279,2019,BMW,X1 sDrive28i,31885,4.7,4.7,23,32,49327,17
3280,2019,Ford,Edge Titanium,25000,4.7,4.7,22,29,23125,29
3281,2019,Cadillac,XT4 Sport,37890,4.2,4.2,24,30,42696,16
3282,2019,Audi,Q8 3.0T Premium,66800,4.8,4.5,17,22,121415,20
3283,2018,Subaru,Outback 2.5i Limited,29988,4.7,3.9,25,32,99835,11
3284,2021,Volkswagen,Tiguan 2.0T S,29842,4.7,4.8,23,29,31603,17
3285,2021,GMC,Yukon XL SLT,83000,4.9,4.9,15,19,16682,35
3286,2021,Mercedes-Benz,GLE 350 Base 4MATIC,60991,4.8,4.7,19,26,27182,30
3287,2020,BMW,X7 xDrive40i,72800,4.9,4.4,20,25,19054,14
3288,2019,Toyota,Highlander XLE,38899,4.6,4.6,20,26,11706,34
3289,2020,GMC,Sierra 1500 Denali,60000,4.8,4.9,16,22,27001,30
3290,2020,Ford,Edge SEL,27995,4.9,4.8,21,28,34159,26
3291,2019,BMW,330 i xDrive,36990,4.9,4.9,25,34,45940,16
3292,2017,Porsche,911 Carrera GTS,129985,4.8,4.8,18,26,26823,26
3293,2018,BMW,X1 xDrive28i,29990,4.8,4.9,22,31,18036,18
3294,2020,Chevrolet,Trax LS,20946,4.5,4.5,26,31,38742,38
3295,2020,Lincoln,Aviator Reserve AWD,56962,4,4.8,17,24,50617,12
3296,2022,Volkswagen,Taos 1.5T SE,29988,4.1,4.7,28,36,44750,35
3297,2020,Tesla,Model Y Long Range,67168,3.7,4.3,127,114,67505,36
3298,2020,Acura,RDX Technology Package,42441,4.6,4.7,21,27,27980,19
3299,2019,Audi,Q8 3.0T Premium,69095,4.8,4.5,17,22,45704,15
3300,2017,Toyota,Highlander XLE,35689,4.8,4.7,20,26,18715,36
3301,2018,BMW,X5 xDrive35i,38894,4.8,4.8,18,24,47033,16
3302,2021,Audi,RS 5 2.9T,84844,4.9,4.7,18,25,84903,35
3303,2019,INFINITI,QX60 Luxe,36699,4.6,4.8,19,26,20251,19
3304,2019,Lincoln,Nautilus Select,38998,4.7,2.7,20,25,41391,36
3305,2018,Toyota,RAV4 XLE,29231,4.8,4.9,23,30,11240,25
3306,2019,Honda,Pilot EX-L,35000,4.8,4.9,18,26,16582,20
3307,2020,Chevrolet,Blazer 2LT,34500,4.7,4.8,21,28,33595,11
